ID,Plot,State,Dom_SPP,Focal_SPP,Transplant,Type,PSF,Census,Date,Surv1,Height,Leaves,Tiller,Long,Short,Surv2,logMass.harv,logMass.both
94,79,S,BOER,BOGR,BOER,Live,Away,2,4-Sep-14,0,,,,,,0,-1.07486,-0.9979
95,79,S,BOER,BOGR,BOGR,Live,Home,2,4-Sep-14,1,13.2,9,1,,,1,-0.443136,-0.772252
96,79,S,BOER,BOGR,BOGR,Sterile,Sterile,2,4-Sep-14,1,7,7,1,,,1,-0.54401,-0.59952
97,89,D,NA,BOER,BOGR,Live,Away,2,4-Sep-14,1,6.5,8,1,,,1,-0.552145,-0.58559
98,89,D,NA,BOER,BOER,Live,Home,2,4-Sep-14,1,7.5,11,3,,,1,-0.4076735,-0.811735525
99,89,D,NA,BOER,BOER,Sterile,Sterile,2,4-Sep-14,0,,,,,,0,-1.07486,-0.9979
100,89,D,NA,BOGR,BOER,Live,Away,2,4-Sep-14,0,,,,,,0,-1.07486,-0.9979
101,89,D,NA,BOGR,BOGR,Live,Home,2,4-Sep-14,1,6.9,6,1,,,0,-0.545637,-0.596734
102,89,D,NA,BOGR,BOGR,Sterile,Sterile,2,4-Sep-14,1,6.9,4,1,,,1,-0.545637,-0.596734
103,90,S,BOER,BOER,BOGR,Live,Away,2,4-Sep-14,1,11.1,12,3,,,1,-0.294323,-0.603686
104,90,S,BOER,BOER,BOER,Live,Home,2,4-Sep-14,1,2.6,3,1,,,1,-0.8438718,-0.935851382
105,90,S,BOER,BOER,BOER,Sterile,Sterile,2,4-Sep-14,1,4.4,8,2,,,1,-0.6816252,-0.873753108
106,90,S,BOER,BOGR,BOER,Live,Away,2,4-Sep-14,1,12.1,15,3,,,1,-0.0124093,-0.812021047
107,90,S,BOER,BOGR,BOGR,Live,Home,2,4-Sep-14,1,11.8,11,4,,,1,-0.191444,-0.568158
108,90,S,BOER,BOGR,BOGR,Sterile,Sterile,2,4-Sep-14,1,8.3,10,2,,,1,-0.431369,-0.580708
109,93,D,NA,BOER,BOGR,Live,Away,2,4-Sep-14,0,,,,,,0,-0.74939,-0.45953
110,93,D,NA,BOER,BOER,Live,Home,2,4-Sep-14,1,8.1,13,3,,,1,-0.3561173,-0.811772767
111,93,D,NA,BOER,BOER,Sterile,Sterile,2,4-Sep-14,0,,,,,,0,-1.07486,-0.9979
112,93,D,NA,BOGR,BOER,Live,Away,2,4-Sep-14,0,,,,,,0,-1.07486,-0.9979
113,93,D,NA,BOGR,BOGR,Live,Home,2,4-Sep-14,1,,,,,,1,-0.74939,-0.45953
114,93,D,NA,BOGR,BOGR,Sterile,Sterile,2,4-Sep-14,1,6.9,4,1,,,1,-0.545637,-0.596734
115,95,S,BOER,BOER,BOGR,Live,Away,2,4-Sep-14,0,,,,,,0,-0.74939,-0.45953
116,95,S,BOER,BOER,BOER,Live,Home,2,4-Sep-14,0,,,,,,0,-1.07486,-0.9979
117,95,S,BOER,BOER,BOER,Sterile,Sterile,2,4-Sep-14,1,6.8,10,3,,,1,-0.4678224,-0.811692076
118,95,S,BOER,BOGR,BOER,Live,Away,2,4-Sep-14,0,,,,,,0,-1.07486,-0.9979
119,95,S,BOER,BOGR,BOGR,Live,Home,2,4-Sep-14,1,7.7,5,1,,,1,-0.532621,-0.619022
120,95,S,BOER,BOGR,BOGR,Sterile,Sterile,2,4-Sep-14,0,,,,,,0,-0.74939,-0.45953
1,19,D,NA,BOER,BOGR,Live,Away,3,16-Sep-14,1,12.4,10,3,,,1,-0.273172,-0.639904
2,19,D,NA,BOER,BOER,Live,Home,3,16-Sep-14,1,7.7,9,2,,,1,-0.3980661,-0.873957939
3,19,D,NA,BOER,BOER,Sterile,Sterile,3,16-Sep-14,1,1.8,3,1,,,1,-0.9126134,-0.935801726
4,19,D,NA,BOGR,BOER,Live,Away,3,16-Sep-14,1,1,1,1,,,1,-0.981355,-0.93575207
5,19,D,NA,BOGR,BOGR,Live,Home,3,16-Sep-14,1,13.7,21,6,,,1,0.022449,-0.511032
6,19,D,NA,BOGR,BOGR,Sterile,Sterile,3,16-Sep-14,1,8.1,5,1,,,1,-0.526113,-0.630166
7,23,S,BOGR,BOER,BOGR,Live,Away,3,16-Sep-14,1,17.8,11,4,,,1,-0.093824,-0.735318
8,23,S,BOGR,BOER,BOER,Live,Home,3,16-Sep-14,0,,,,,,0,-1.07486,-0.9979
9,23,S,BOGR,BOER,BOER,Sterile,Sterile,3,16-Sep-14,1,10.3,30,10,,,1,-0.1140319,-0.376439321
10,23,S,BOGR,BOGR,BOER,Live,Away,3,16-Sep-14,1,8.3,25,7,,,1,-0.3086199,-0.562945181
11,23,S,BOGR,BOGR,BOGR,Live,Home,3,16-Sep-14,1,9.4,15,6,,,1,-0.047512,-0.391234
12,23,S,BOGR,BOGR,BOGR,Sterile,Sterile,3,16-Sep-14,1,4.4,4,1,,,1,-0.586312,-0.527084
13,34,S,BOGR,BOER,BOGR,Live,Away,3,16-Sep-14,1,12.1,10,2,,,1,-0.369543,-0.686576
14,34,S,BOGR,BOER,BOER,Live,Home,3,16-Sep-14,1,1.6,3,1,,,0,-0.9297988,-0.935789312
15,34,S,BOGR,BOER,BOER,Sterile,Sterile,3,16-Sep-14,1,4.6,5,1,,,0,-0.6720178,-0.935975522
16,34,S,BOGR,BOGR,BOER,Live,Away,3,16-Sep-14,1,9.7,22,8,,,1,-0.1807441,-0.500822079
17,34,S,BOGR,BOGR,BOGR,Live,Home,3,16-Sep-14,1,9.7,11,2,,,1,-0.408591,-0.619712
18,34,S,BOGR,BOGR,BOGR,Sterile,Sterile,3,16-Sep-14,1,6.8,6,1,,,1,-0.547264,-0.593948
19,36,D,NA,BOER,BOGR,Live,Away,3,16-Sep-14,1,16.5,10,2,,,1,-0.297955,-0.80916
20,36,D,NA,BOER,BOER,Live,Home,3,16-Sep-14,1,7.4,11,3,,,1,-0.4162662,-0.811729318
21,36,D,NA,BOER,BOER,Sterile,Sterile,3,16-Sep-14,0,,,,,,0,-1.07486,-0.9979
22,36,D,NA,BOGR,BOER,Live,Away,3,16-Sep-14,1,12.1,17,3,,,1,-0.0124093,-0.812021047
23,36,D,NA,BOGR,BOGR,Live,Home,3,16-Sep-14,1,22.5,8,1,,,1,-0.291825,-1.03135
24,36,D,NA,BOGR,BOGR,Sterile,Sterile,3,16-Sep-14,1,10.8,25,9,,,1,0.249736,-0.265148
25,49,D,NA,BOER,BOGR,Live,Away,3,16-Sep-14,1,11.9,13,4,,,1,-0.189817,-0.570944
26,49,D,NA,BOER,BOER,Live,Home,3,16-Sep-14,1,8.6,15,4,,,1,-0.3055758,-0.749593802
27,49,D,NA,BOER,BOER,Sterile,Sterile,3,16-Sep-14,0,,,,,,0,-1.07486,-0.9979
28,49,D,NA,BOGR,BOER,Live,Away,3,16-Sep-14,0,,,,,,0,-1.07486,-0.9979
29,49,D,NA,BOGR,BOGR,Live,Home,3,16-Sep-14,1,14.2,18,6,,,1,0.030584,-0.524962
30,49,D,NA,BOGR,BOGR,Sterile,Sterile,3,16-Sep-14,1,6,4,1,,,1,-0.56028,-0.57166
31,50,S,BOGR,BOER,BOGR,Live,Away,3,16-Sep-14,1,14,19,6,,,1,0.02733,-0.51939
32,50,S,BOGR,BOER,BOER,Live,Home,3,16-Sep-14,0,,,,,,0,-1.07486,-0.9979
33,50,S,BOGR,BOER,BOER,Sterile,Sterile,3,16-Sep-14,1,10.2,12,4,,,1,-0.1680926,-0.749693114
34,50,S,BOGR,BOGR,BOER,Live,Away,3,16-Sep-14,,,,,,,,-1.07486,-0.9979
35,50,S,BOGR,BOGR,BOGR,Live,Home,3,16-Sep-14,1,12.1,5,1,,,1,-0.461033,-0.741606
36,50,S,BOGR,BOGR,BOGR,Sterile,Sterile,3,16-Sep-14,1,14.8,9,3,,,1,-0.234124,-0.706768
37,52,D,NA,BOER,BOGR,Live,Away,3,16-Sep-14,1,10.4,7,2,,,1,-0.397202,-0.639214
38,52,D,NA,BOER,BOER,Live,Home,3,16-Sep-14,1,11.5,19,3,,,1,-0.0639655,-0.811983805
39,52,D,NA,BOER,BOER,Sterile,Sterile,3,16-Sep-14,1,4.3,6,1,,,0,-0.6977959,-0.935956901
40,52,D,NA,BOGR,BOER,Live,Away,3,16-Sep-14,1,16,23,4,,,1,0.330284,-0.75005312
41,52,D,NA,BOGR,BOGR,Live,Home,3,16-Sep-14,1,12.1,17,5,,,1,-0.095073,-0.521486
42,52,D,NA,BOGR,BOGR,Sterile,Sterile,3,16-Sep-14,1,5.8,8,2,,,1,-0.472044,-0.511058
43,53,S,BOER,BOER,BOGR,Live,Away,3,16-Sep-14,1,27,31,9,,,1,0.51331,-0.71648
44,53,S,BOER,BOER,BOER,Live,Home,3,16-Sep-14,1,13,13,3,,,1,0.064925,-0.81207691
45,53,S,BOER,BOER,BOER,Sterile,Sterile,3,16-Sep-14,1,5.5,5,1,,,1,-0.5946835,-0.936031385
46,53,S,BOER,BOGR,BOER,Live,Away,3,16-Sep-14,1,13.2,9,2,,,1,0.0745324,-0.874299324
47,53,S,BOER,BOGR,BOGR,Live,Home,3,16-Sep-14,1,18.9,15,4,,,1,-0.075927,-0.765964
48,53,S,BOER,BOGR,BOGR,Sterile,Sterile,3,16-Sep-14,1,7.4,7,1,,,1,-0.537502,-0.610664
49,55,S,BOER,BOER,BOGR,Live,Away,3,16-Sep-14,1,16.4,31,10,,,1,0.432338,-0.366134
50,55,S,BOER,BOER,BOER,Live,Home,3,16-Sep-14,1,4.9,16,5,,,1,-0.6159277,-0.687154143
51,55,S,BOER,BOER,BOER,Sterile,Sterile,3,16-Sep-14,1,3.9,5,2,,,1,-0.7245887,-0.873722073
52,55,S,BOER,BOGR,BOER,Live,Away,3,16-Sep-14,1,6.3,18,4,,,1,-0.5032079,-0.749451041
53,55,S,BOER,BOGR,BOGR,Live,Home,3,16-Sep-14,1,12.8,4,1,,,1,-0.449644,-0.761108
54,55,S,BOER,BOGR,BOGR,Sterile,Sterile,3,16-Sep-14,1,24.6,25,8,,,1,0.382772,-0.704646
55,56,D,NA,BOER,BOGR,Live,Away,3,16-Sep-14,1,10.6,11,4,,,1,-0.210968,-0.534726
56,56,D,NA,BOER,BOER,Live,Home,3,16-Sep-14,1,14.4,11,2,,,1,0.1776448,-0.874373808
57,56,D,NA,BOER,BOER,Sterile,Sterile,3,16-Sep-14,1,16,19,5,,,1,0.337862,-0.68784312
58,56,D,NA,BOGR,BOER,Live,Away,3,16-Sep-14,0,,,,,,0,-1.07486,-0.9979
59,56,D,NA,BOGR,BOGR,Live,Home,3,16-Sep-14,1,26.9,27,11,,,1,0.694663,-0.603634
60,56,D,NA,BOGR,BOGR,Sterile,Sterile,3,16-Sep-14,1,17.6,28,12,,,1,0.634842,-0.289506
61,59,D,NA,BOER,BOGR,Live,Away,3,16-Sep-14,1,11,7,1,,,1,-0.47893,-0.71096
62,59,D,NA,BOER,BOER,Live,Home,3,16-Sep-14,0,,,,,,0,-1.07486,-0.9979
63,59,D,NA,BOER,BOER,Sterile,Sterile,3,16-Sep-14,1,8.7,11,2,,,1,-0.3121391,-0.874020009
64,59,D,NA,BOGR,BOER,Live,Away,3,16-Sep-14,1,9.5,6,2,,,1,-0.2433975,-0.874069665
65,59,D,NA,BOGR,BOGR,Live,Home,3,16-Sep-14,1,15.5,16,6,,,1,0.051735,-0.56118
66,59,D,NA,BOGR,BOGR,Sterile,Sterile,3,16-Sep-14,1,7.4,4,1,,,1,-0.537502,-0.610664
67,61,S,BOGR,BOER,BOGR,Live,Away,3,16-Sep-14,1,20.1,52,16,,,1,1.041477,-0.139036
68,61,S,BOGR,BOER,BOER,Live,Home,3,16-Sep-14,0,,,,,,0,-1.07486,-0.9979
69,61,S,BOGR,BOER,BOER,Sterile,Sterile,3,16-Sep-14,0,,,,,,0,-1.07486,-0.9979
70,61,S,BOGR,BOGR,BOER,Live,Away,3,16-Sep-14,1,9.1,18,4,,,1,-0.2626123,-0.749624837
71,61,S,BOGR,BOGR,BOGR,Live,Home,3,16-Sep-14,1,25.6,6,2,,,1,-0.149898,-1.062686
72,61,S,BOGR,BOGR,BOGR,Sterile,Sterile,3,16-Sep-14,0,,,,,,0,-0.74939,-0.45953
73,67,D,NA,BOER,BOGR,Live,Away,3,16-Sep-14,1,11.4,4,1,,,1,-0.472422,-0.722104
74,67,D,NA,BOER,BOER,Live,Home,3,16-Sep-14,0,,,,,,0,-1.07486,-0.9979
75,67,D,NA,BOER,BOER,Sterile,Sterile,3,16-Sep-14,0,,,,,,0,-1.07486,-0.9979
76,67,D,NA,BOGR,BOER,Live,Away,3,16-Sep-14,1,7.5,18,4,,,1,-0.4000955,-0.749525525
77,67,D,NA,BOGR,BOGR,Live,Home,3,16-Sep-14,1,2.8,2,1,,,1,-0.612344,-0.482508
78,67,D,NA,BOGR,BOGR,Sterile,Sterile,3,16-Sep-14,1,6.9,4,1,,,1,-0.545637,-0.596734
79,69,S,BOGR,BOER,BOGR,Live,Away,3,16-Sep-14,1,14.1,7,2,,,1,-0.337003,-0.742296
80,69,S,BOGR,BOER,BOER,Live,Home,3,16-Sep-14,1,4.1,5,1,,,1,-0.7149813,-0.935944487
81,69,S,BOGR,BOER,BOER,Sterile,Sterile,3,16-Sep-14,1,9.4,6,1,,,1,-0.2595682,-0.936273458
82,69,S,BOGR,BOGR,BOER,Live,Away,3,16-Sep-14,1,6.8,13,3,,,1,-0.4678224,-0.811692076
83,69,S,BOGR,BOGR,BOGR,Live,Home,3,16-Sep-14,1,6.5,23,6,,,1,-0.094695,-0.31044
84,69,S,BOGR,BOGR,BOGR,Sterile,Sterile,3,16-Sep-14,1,7.5,17,6,,,1,-0.078425,-0.3383
85,77,D,NA,BOER,BOGR,Live,Away,3,16-Sep-14,1,6.5,11,2,,,1,-0.460655,-0.53056
86,77,D,NA,BOER,BOER,Live,Home,3,16-Sep-14,1,6.1,6,2,,,1,-0.5355493,-0.873858627
87,77,D,NA,BOER,BOER,Sterile,Sterile,3,16-Sep-14,0,,,,,,0,-1.07486,-0.9979
88,77,D,NA,BOGR,BOER,Live,Away,3,16-Sep-14,0,,,,,,0,-1.07486,-0.9979
89,77,D,NA,BOGR,BOGR,Live,Home,3,16-Sep-14,1,4.5,3,1,,,1,-0.584685,-0.52987
90,77,D,NA,BOGR,BOGR,Sterile,Sterile,3,16-Sep-14,1,8.5,11,3,,,1,-0.336625,-0.53125
91,79,S,BOER,BOER,BOGR,Live,Away,3,16-Sep-14,1,16.2,16,4,,,1,-0.119856,-0.690742
92,79,S,BOER,BOER,BOER,Live,Home,3,16-Sep-14,1,6.6,7,2,,,1,-0.4925858,-0.873889662
93,79,S,BOER,BOER,BOER,Sterile,Sterile,3,16-Sep-14,1,7.4,9,2,,,1,-0.4238442,-0.873939318
94,79,S,BOER,BOGR,BOER,Live,Away,3,16-Sep-14,0,,,,,,0,-1.07486,-0.9979
95,79,S,BOER,BOGR,BOGR,Live,Home,3,16-Sep-14,1,14.5,7,1,,,1,-0.421985,-0.80847
96,79,S,BOER,BOGR,BOGR,Sterile,Sterile,3,16-Sep-14,1,7.2,6,1,,,1,-0.540756,-0.605092
97,89,D,NA,BOER,BOGR,Live,Away,3,16-Sep-14,1,7,5,1,,,1,-0.54401,-0.59952
98,89,D,NA,BOER,BOER,Live,Home,3,16-Sep-14,1,7.7,7,2,,,1,-0.3980661,-0.873957939
99,89,D,NA,BOER,BOER,Sterile,Sterile,3,16-Sep-14,0,,,,,,0,-1.07486,-0.9979
100,89,D,NA,BOGR,BOER,Live,Away,3,16-Sep-14,0,,,,,,0,-1.07486,-0.9979
101,89,D,NA,BOGR,BOGR,Live,Home,3,16-Sep-14,0,,,,,,0,-0.74939,-0.45953
102,89,D,NA,BOGR,BOGR,Sterile,Sterile,3,16-Sep-14,1,8.9,5,1,,,1,-0.513097,-0.652454
103,90,S,BOER,BOER,BOGR,Live,Away,3,16-Sep-14,1,11.5,11,3,,,0,-0.287815,-0.61483
104,90,S,BOER,BOER,BOER,Live,Home,3,16-Sep-14,1,3.3,3,1,,,0,-0.7837229,-0.935894831
105,90,S,BOER,BOER,BOER,Sterile,Sterile,3,16-Sep-14,1,4.5,10,2,,,1,-0.6730325,-0.873759315
106,90,S,BOER,BOGR,BOER,Live,Away,3,16-Sep-14,1,12.1,8,2,,,1,-0.0199873,-0.874231047
107,90,S,BOER,BOGR,BOGR,Live,Home,3,16-Sep-14,1,12.8,9,3,,,1,-0.266664,-0.651048
108,90,S,BOER,BOGR,BOGR,Sterile,Sterile,3,16-Sep-14,1,9.7,6,1,,,1,-0.500081,-0.674742
109,93,D,NA,BOER,BOGR,Live,Away,3,16-Sep-14,0,,,,,,0,-0.74939,-0.45953
110,93,D,NA,BOER,BOER,Live,Home,3,16-Sep-14,1,8.7,13,5,,,1,-0.2894051,-0.687390009
111,93,D,NA,BOER,BOER,Sterile,Sterile,3,16-Sep-14,0,,,,,,0,-1.07486,-0.9979
112,93,D,NA,BOGR,BOER,Live,Away,3,16-Sep-14,0,,,,,,0,-1.07486,-0.9979
113,93,D,NA,BOGR,BOGR,Live,Home,3,16-Sep-14,1,,,,,,1,-0.74939,-0.45953
114,93,D,NA,BOGR,BOGR,Sterile,Sterile,3,16-Sep-14,1,7.2,5,1,,,1,-0.540756,-0.605092
115,95,S,BOER,BOER,BOGR,Live,Away,3,16-Sep-14,0,,,,,,0,-0.74939,-0.45953
116,95,S,BOER,BOER,BOER,Live,Home,3,16-Sep-14,0,,,,,,0,-1.07486,-0.9979
117,95,S,BOER,BOER,BOER,Sterile,Sterile,3,16-Sep-14,1,7.5,13,5,,,1,-0.3925175,-0.687315525
118,95,S,BOER,BOGR,BOER,Live,Away,3,16-Sep-14,0,,,,,,0,-1.07486,-0.9979
119,95,S,BOER,BOGR,BOGR,Live,Home,3,16-Sep-14,1,,,,,,1,-0.74939,-0.45953
120,95,S,BOER,BOGR,BOGR,Sterile,Sterile,3,16-Sep-14,0,,,,,,0,-0.74939,-0.45953
1,19,D,NA,BOER,BOGR,Live,Away,4,30-Sep-14,1,12,9,3,,,1,-0.27968,-0.62876
2,19,D,NA,BOER,BOER,Live,Home,4,30-Sep-14,1,6.9,12,3,,,1,-0.4592297,-0.811698283
3,19,D,NA,BOER,BOER,Sterile,Sterile,4,30-Sep-14,1,1.8,4,1,,,1,-0.9126134,-0.935801726
4,19,D,NA,BOGR,BOER,Live,Away,4,30-Sep-14,1,2,3,1,,,1,-0.895428,-0.93581414
5,19,D,NA,BOGR,BOGR,Live,Home,4,30-Sep-14,1,14,28,6,,,1,0.02733,-0.51939
6,19,D,NA,BOGR,BOGR,Sterile,Sterile,4,30-Sep-14,1,7.7,5,1,,,1,-0.532621,-0.619022
7,23,S,BOGR,BOER,BOGR,Live,Away,4,30-Sep-14,1,17.5,16,4,,,1,-0.098705,-0.72696
8,23,S,BOGR,BOER,BOER,Live,Home,4,30-Sep-14,0,,,,,,0,-1.07486,-0.9979
9,23,S,BOGR,BOER,BOER,Sterile,Sterile,4,30-Sep-14,1,9.5,48,13,,,1,-0.1600395,-0.189759665
10,23,S,BOGR,BOGR,BOER,Live,Away,4,30-Sep-14,1,8.8,32,8,,,1,-0.2580784,-0.500766216
11,23,S,BOGR,BOGR,BOGR,Live,Home,4,30-Sep-14,1,8.9,22,7,,,1,0.035843,-0.322274
12,23,S,BOGR,BOGR,BOGR,Sterile,Sterile,4,30-Sep-14,1,3.6,7,1,,,1,-0.599328,-0.504796
13,34,S,BOGR,BOER,BOGR,Live,Away,4,30-Sep-14,1,12,11,2,,,1,-0.37117,-0.68379
14,34,S,BOGR,BOER,BOER,Live,Home,4,30-Sep-14,0,,,,,,0,-1.07486,-0.9979
15,34,S,BOGR,BOER,BOER,Sterile,Sterile,4,30-Sep-14,0,,,,,,0,-1.07486,-0.9979
16,34,S,BOGR,BOGR,BOER,Live,Away,4,30-Sep-14,1,10.5,28,9,,,1,-0.1044245,-0.438661735
17,34,S,BOGR,BOGR,BOGR,Live,Home,4,30-Sep-14,1,10.3,16,4,,,1,-0.215849,-0.526368
18,34,S,BOGR,BOGR,BOGR,Sterile,Sterile,4,30-Sep-14,1,6.7,6,1,,,1,-0.548891,-0.591162
19,36,D,NA,BOER,BOGR,Live,Away,4,30-Sep-14,1,16.3,10,2,,,1,-0.301209,-0.803588
20,36,D,NA,BOER,BOER,Live,Home,4,30-Sep-14,1,7.3,17,4,,,1,-0.4172809,-0.749513111
21,36,D,NA,BOER,BOER,Sterile,Sterile,4,30-Sep-14,0,,,,,,0,-1.07486,-0.9979
22,36,D,NA,BOGR,BOER,Live,Away,4,30-Sep-14,1,12.1,17,3,,,1,-0.0124093,-0.812021047
23,36,D,NA,BOGR,BOGR,Live,Home,4,30-Sep-14,1,25.4,6,1,,,1,-0.244642,-1.112144
24,36,D,NA,BOGR,BOGR,Sterile,Sterile,4,30-Sep-14,1,10.9,37,14,,,1,0.708813,0.007216
25,49,D,NA,BOER,BOGR,Live,Away,4,30-Sep-14,1,11.8,17,4,,,1,-0.191444,-0.568158
26,49,D,NA,BOER,BOER,Live,Home,4,30-Sep-14,1,9.6,23,4,,,1,-0.2196488,-0.749655872
27,49,D,NA,BOER,BOER,Sterile,Sterile,4,30-Sep-14,0,,,,,,0,-1.07486,-0.9979
28,49,D,NA,BOGR,BOER,Live,Away,4,30-Sep-14,0,,,,,,0,-1.07486,-0.9979
29,49,D,NA,BOGR,BOGR,Live,Home,4,30-Sep-14,1,14.3,27,12,,,1,0.581151,-0.197568
30,49,D,NA,BOGR,BOGR,Sterile,Sterile,4,30-Sep-14,1,5.8,4,1,,,1,-0.563534,-0.566088
31,50,S,BOGR,BOER,BOGR,Live,Away,4,30-Sep-14,1,13.5,26,5,,,1,-0.072295,-0.56049
32,50,S,BOGR,BOER,BOER,Live,Home,4,30-Sep-14,0,,,,,,0,-1.07486,-0.9979
33,50,S,BOGR,BOER,BOER,Sterile,Sterile,4,30-Sep-14,1,10,31,6,,,1,-0.170122,-0.6252607
34,50,S,BOGR,BOGR,BOER,Live,Away,4,30-Sep-14,,,,,,,0,-1.07486,-0.9979
35,50,S,BOGR,BOGR,BOGR,Live,Home,4,30-Sep-14,1,11.7,4,1,,,1,-0.467541,-0.730462
36,50,S,BOGR,BOGR,BOGR,Sterile,Sterile,4,30-Sep-14,1,14.9,12,4,,,1,-0.141007,-0.654524
37,52,D,NA,BOER,BOGR,Live,Away,4,30-Sep-14,1,9.8,6,1,,,1,-0.498454,-0.677528
38,52,D,NA,BOER,BOER,Live,Home,4,30-Sep-14,1,11.2,17,3,,,1,-0.0897436,-0.811965184
39,52,D,NA,BOER,BOER,Sterile,Sterile,4,30-Sep-14,0,,,,,,,-1.07486,-0.9979
40,52,D,NA,BOGR,BOER,Live,Away,4,30-Sep-14,1,16.2,26,5,,,1,0.3550474,-0.687855534
41,52,D,NA,BOGR,BOGR,Live,Home,4,30-Sep-14,1,12.1,15,5,,,1,-0.095073,-0.521486
42,52,D,NA,BOGR,BOGR,Sterile,Sterile,4,30-Sep-14,1,5.9,9,3,,,1,-0.378927,-0.458814
43,53,S,BOER,BOER,BOGR,Live,Away,4,30-Sep-14,1,26.2,50,15,,,1,1.049234,-0.364012
44,53,S,BOER,BOER,BOER,Live,Home,4,30-Sep-14,1,12.2,14,5,,,1,0.0113394,-0.687607254
45,53,S,BOER,BOER,BOER,Sterile,Sterile,4,30-Sep-14,1,5.2,5,1,,,1,-0.6204616,-0.936012764
46,53,S,BOER,BOGR,BOER,Live,Away,4,30-Sep-14,1,13.2,9,3,,,1,0.0821104,-0.812089324
47,53,S,BOER,BOGR,BOGR,Live,Home,4,30-Sep-14,1,18.8,19,4,,,1,-0.077554,-0.763178
48,53,S,BOER,BOGR,BOGR,Sterile,Sterile,4,30-Sep-14,1,9.6,10,1,,,1,-0.501708,-0.671956
49,55,S,BOER,BOER,BOGR,Live,Away,4,30-Sep-14,1,17.8,48,13,,,1,0.729586,-0.240048
50,55,S,BOER,BOER,BOER,Live,Home,4,30-Sep-14,1,5.4,16,6,,,1,-0.5653862,-0.624975178
51,55,S,BOER,BOER,BOER,Sterile,Sterile,4,30-Sep-14,1,4,7,4,,,1,-0.70084,-0.74930828
52,55,S,BOER,BOGR,BOER,Live,Away,4,30-Sep-14,1,6.7,20,6,,,1,-0.4536811,-0.625055869
53,55,S,BOER,BOGR,BOGR,Live,Home,4,30-Sep-14,1,13,5,1,,,1,-0.44639,-0.76668
54,55,S,BOER,BOGR,BOGR,Sterile,Sterile,4,30-Sep-14,1,24.7,30,10,,,1,0.567379,-0.597372
55,56,D,NA,BOER,BOGR,Live,Away,4,30-Sep-14,1,10.7,19,7,,,1,0.065129,-0.372422
56,56,D,NA,BOER,BOER,Live,Home,4,30-Sep-14,1,15.1,14,2,,,1,0.2377937,-0.874417257
57,56,D,NA,BOER,BOER,Sterile,Sterile,4,30-Sep-14,1,16.7,28,8,,,1,0.4207449,-0.501256569
58,56,D,NA,BOGR,BOER,Live,Away,4,30-Sep-14,0,,,,,,0,-1.07486,-0.9979
59,56,D,NA,BOGR,BOGR,Live,Home,4,30-Sep-14,1,25.3,41,15,,,1,1.034591,-0.338938
60,56,D,NA,BOGR,BOGR,Sterile,Sterile,4,30-Sep-14,1,18.2,51,20,,,1,1.376524,0.134018
61,59,D,NA,BOER,BOGR,Live,Away,4,30-Sep-14,1,9.4,9,2,,,1,-0.413472,-0.611354
62,59,D,NA,BOER,BOER,Live,Home,4,30-Sep-14,0,,,,,,0,-1.07486,-0.9979
63,59,D,NA,BOER,BOER,Sterile,Sterile,4,30-Sep-14,1,12.5,19,4,,,1,0.0295395,-0.749835875
64,59,D,NA,BOGR,BOER,Live,Away,4,30-Sep-14,1,9.7,11,3,,,1,-0.2186341,-0.811872079
65,59,D,NA,BOGR,BOGR,Live,Home,4,30-Sep-14,1,15.8,22,8,,,1,0.239596,-0.459478
66,59,D,NA,BOGR,BOGR,Sterile,Sterile,4,30-Sep-14,1,7.5,4,1,,,1,-0.535875,-0.61345
67,61,S,BOGR,BOER,BOGR,Live,Away,4,30-Sep-14,1,19.5,76,21,,,1,1.489165,0.15283
68,61,S,BOGR,BOER,BOER,Live,Home,4,30-Sep-14,0,,,,,,0,-1.07486,-0.9979
69,61,S,BOGR,BOER,BOER,Sterile,Sterile,4,30-Sep-14,0,,,,,,0,-1.07486,-0.9979
70,61,S,BOGR,BOGR,BOER,Live,Away,4,30-Sep-14,1,9.7,21,6,,,1,-0.1959001,-0.625242079
71,61,S,BOGR,BOGR,BOGR,Live,Home,4,30-Sep-14,1,28.9,12,3,,,1,-0.004717,-1.099594
72,61,S,BOGR,BOGR,BOGR,Sterile,Sterile,4,30-Sep-14,0,,,,,,0,-0.74939,-0.45953
73,67,D,NA,BOER,BOGR,Live,Away,4,30-Sep-14,1,12.7,7,2,,,1,-0.359781,-0.703292
74,67,D,NA,BOER,BOER,Live,Home,4,30-Sep-14,0,,,,,,0,-1.07486,-0.9979
75,67,D,NA,BOER,BOER,Sterile,Sterile,4,30-Sep-14,0,,,,,,0,-1.07486,-0.9979
76,67,D,NA,BOGR,BOER,Live,Away,4,30-Sep-14,1,9.6,20,6,,,1,-0.2044928,-0.625235872
77,67,D,NA,BOGR,BOGR,Live,Home,4,30-Sep-14,1,4.9,3,1,,,1,-0.578177,-0.541014
78,67,D,NA,BOGR,BOGR,Sterile,Sterile,4,30-Sep-14,1,8.9,6,2,,,1,-0.421607,-0.597424
79,69,S,BOGR,BOER,BOGR,Live,Away,4,30-Sep-14,1,13,11,3,,,1,-0.26341,-0.65662
80,69,S,BOGR,BOER,BOER,Live,Home,4,30-Sep-14,1,5.2,9,2,,,1,-0.6128836,-0.873802764
