ID,Plot,State,Dom_SPP,Focal_SPP,Transplant,Type,PSF,Census,Date,Surv1,Height,Leaves,Tiller,Long,Short,Surv2,logMass.harv,logMass.both
69,61,S,BOGR,BOER,BOER,Sterile,Sterile,6,28-Oct-14,0,,,,,,0,-1.07486,-0.9979
70,61,S,BOGR,BOGR,BOER,Live,Away,6,28-Oct-14,1,9.3,18,6,,,1,-0.2302709,-0.625217251
71,61,S,BOGR,BOGR,BOGR,Live,Home,6,28-Oct-14,1,29.2,15,5,,,1,0.183144,-0.997892
72,61,S,BOGR,BOGR,BOGR,Sterile,Sterile,6,28-Oct-14,0,,,,,,0,-0.74939,-0.45953
73,67,D,NA,BOER,BOGR,Live,Away,6,28-Oct-14,1,13.1,10,2,,,1,-0.353273,-0.714436
74,67,D,NA,BOER,BOER,Live,Home,6,28-Oct-14,0,,,,,,0,-1.07486,-0.9979
75,67,D,NA,BOER,BOER,Sterile,Sterile,6,28-Oct-14,0,,,,,,0,-1.07486,-0.9979
76,67,D,NA,BOGR,BOER,Live,Away,6,28-Oct-14,1,9.5,25,7,,,1,-0.2055075,-0.563019665
77,67,D,NA,BOGR,BOGR,Live,Home,6,28-Oct-14,1,5.4,5,1,,,1,-0.570042,-0.554944
78,67,D,NA,BOGR,BOGR,Sterile,Sterile,6,28-Oct-14,1,9,10,3,,,1,-0.32849,-0.54518
79,69,S,BOGR,BOER,BOGR,Live,Away,6,28-Oct-14,1,12.8,12,3,,,1,-0.266664,-0.651048
80,69,S,BOGR,BOER,BOER,Live,Home,6,28-Oct-14,1,5.3,8,2,,,1,-0.6042909,-0.873808971
81,69,S,BOGR,BOER,BOER,Sterile,Sterile,6,28-Oct-14,1,6.8,9,3,,,1,-0.4678224,-0.811692076
82,69,S,BOGR,BOGR,BOER,Live,Away,6,28-Oct-14,1,8.3,20,7,,,1,-0.3086199,-0.562945181
83,69,S,BOGR,BOGR,BOGR,Live,Home,6,28-Oct-14,1,6.2,35,12,,,1,0.449364,0.028098
84,69,S,BOGR,BOGR,BOGR,Sterile,Sterile,6,28-Oct-14,1,8.4,35,10,,,1,0.302178,-0.143254
85,77,D,NA,BOER,BOGR,Live,Away,6,28-Oct-14,1,6.3,16,4,,,1,-0.280929,-0.414928
86,77,D,NA,BOER,BOER,Live,Home,6,28-Oct-14,1,5.4,7,2,,,1,-0.5956982,-0.873815178
87,77,D,NA,BOER,BOER,Sterile,Sterile,6,28-Oct-14,0,,,,,,0,-1.07486,-0.9979
88,77,D,NA,BOGR,BOER,Live,Away,6,28-Oct-14,0,,,,,,0,-1.07486,-0.9979
89,77,D,NA,BOGR,BOGR,Live,Home,6,28-Oct-14,1,2.2,3,1,,,1,-0.622106,-0.465792
90,77,D,NA,BOGR,BOGR,Sterile,Sterile,6,28-Oct-14,1,6.5,10,3,,,1,-0.369165,-0.47553
91,79,S,BOER,BOER,BOGR,Live,Away,6,28-Oct-14,1,16.1,28,8,,,1,0.244477,-0.467836
92,79,S,BOER,BOER,BOER,Live,Home,6,28-Oct-14,1,8.7,6,2,,,1,-0.3121391,-0.874020009
93,79,S,BOER,BOER,BOER,Sterile,Sterile,6,28-Oct-14,1,6.9,12,3,,,1,-0.4592297,-0.811698283
94,79,S,BOER,BOGR,BOER,Live,Away,6,28-Oct-14,0,,,,,,0,-1.07486,-0.9979
95,79,S,BOER,BOGR,BOGR,Live,Home,6,28-Oct-14,1,14.4,10,2,,,1,-0.332122,-0.750654
96,79,S,BOER,BOGR,BOGR,Sterile,Sterile,6,28-Oct-14,1,7.1,8,2,,,1,-0.450893,-0.547276
97,89,D,NA,BOER,BOGR,Live,Away,6,28-Oct-14,1,6.9,6,1,,,1,-0.545637,-0.596734
98,89,D,NA,BOER,BOER,Live,Home,6,28-Oct-14,1,1.4,1,1,,,1,-0.9469842,-0.935776898
99,89,D,NA,BOER,BOER,Sterile,Sterile,6,28-Oct-14,0,,,,,,0,-1.07486,-0.9979
100,89,D,NA,BOGR,BOER,Live,Away,6,28-Oct-14,0,,,,,,0,-1.07486,-0.9979
101,89,D,NA,BOGR,BOGR,Live,Home,6,28-Oct-14,0,,,,,,0,-0.74939,-0.45953
102,89,D,NA,BOGR,BOGR,Sterile,Sterile,6,28-Oct-14,1,6.5,8,9,,,1,0.179775,-0.14535
103,90,S,BOER,BOER,BOGR,Live,Away,6,28-Oct-14,0,,,,,,0,-0.74939,-0.45953
104,90,S,BOER,BOER,BOER,Live,Home,6,28-Oct-14,0,,,,,,0,-1.07486,-0.9979
105,90,S,BOER,BOER,BOER,Sterile,Sterile,6,28-Oct-14,1,5.2,11,5,,,1,-0.5901496,-0.687172764
106,90,S,BOER,BOGR,BOER,Live,Away,6,28-Oct-14,1,2,10,3,,,1,-0.880272,-0.81139414
107,90,S,BOER,BOGR,BOGR,Live,Home,6,28-Oct-14,1,12.5,18,6,,,1,0.002925,-0.4776
108,90,S,BOER,BOGR,BOGR,Sterile,Sterile,6,28-Oct-14,1,1.6,7,2,,,1,-0.540378,-0.394046
109,93,D,NA,BOER,BOGR,Live,Away,6,28-Oct-14,0,,,,,,0,-0.74939,-0.45953
110,93,D,NA,BOER,BOER,Live,Home,6,28-Oct-14,1,8.2,18,6,,,1,-0.3247906,-0.625148974
111,93,D,NA,BOER,BOER,Sterile,Sterile,6,28-Oct-14,0,,,,,,0,-1.07486,-0.9979
112,93,D,NA,BOGR,BOER,Live,Away,6,28-Oct-14,0,,,,,,0,-1.07486,-0.9979
113,93,D,NA,BOGR,BOGR,Live,Home,6,28-Oct-14,1,1.4,6,2,,,1,-0.543632,-0.388474
114,93,D,NA,BOGR,BOGR,Sterile,Sterile,6,28-Oct-14,1,1.5,7,2,,,1,-0.542005,-0.39126
115,95,S,BOER,BOER,BOGR,Live,Away,6,28-Oct-14,0,,,,,,0,-0.74939,-0.45953
116,95,S,BOER,BOER,BOER,Live,Home,6,28-Oct-14,0,,,,,,0,-1.07486,-0.9979
117,95,S,BOER,BOER,BOER,Sterile,Sterile,6,28-Oct-14,1,7.4,11,7,,,1,-0.3859542,-0.562889318
118,95,S,BOER,BOGR,BOER,Live,Away,6,28-Oct-14,0,,,,,,0,-1.07486,-0.9979
119,95,S,BOER,BOGR,BOGR,Live,Home,6,28-Oct-14,1,4.1,5,1,,,1,-0.591193,-0.518726
120,95,S,BOER,BOGR,BOGR,Sterile,Sterile,6,28-Oct-14,0,,,,,,0,-0.74939,-0.45953
1,19,D,NA,BOER,BOGR,Live,Away,7,11-Nov-14,1,11.1,14,3,,,1,-0.294323,-0.603686
2,19,D,NA,BOER,BOER,Live,Home,7,11-Nov-14,1,6.3,13,4,,,1,-0.5032079,-0.749451041
3,19,D,NA,BOER,BOER,Sterile,Sterile,7,11-Nov-14,1,1.8,4,1,,,1,-0.9126134,-0.935801726
4,19,D,NA,BOGR,BOER,Live,Away,7,11-Nov-14,1,1.9,3,1,,,0,-0.9040207,-0.935807933
5,19,D,NA,BOGR,BOGR,Live,Home,7,11-Nov-14,1,13.2,28,8,,,1,0.197294,-0.387042
6,19,D,NA,BOGR,BOGR,Sterile,Sterile,7,11-Nov-14,1,7.5,7,1,,,1,-0.535875,-0.61345
7,23,S,BOGR,BOER,BOGR,Live,Away,7,11-Nov-14,1,17.2,22,5,,,1,-0.012096,-0.663572
8,23,S,BOGR,BOER,BOER,Live,Home,7,11-Nov-14,0,,,,,,0,-1.07486,-0.9979
9,23,S,BOGR,BOER,BOER,Sterile,Sterile,7,11-Nov-14,1,9.1,43,14,,,1,-0.1868323,-0.127524837
10,23,S,BOGR,BOGR,BOER,Live,Away,7,11-Nov-14,1,7.5,25,7,,,1,-0.3773615,-0.562895525
11,23,S,BOGR,BOGR,BOGR,Live,Home,7,11-Nov-14,1,8.4,30,13,,,1,0.576648,0.021836
12,23,S,BOGR,BOGR,BOGR,Sterile,Sterile,7,11-Nov-14,1,3.8,11,3,,,1,-0.413094,-0.400308
13,34,S,BOGR,BOER,BOGR,Live,Away,7,11-Nov-14,1,12.2,15,2,,,1,-0.367916,-0.689362
14,34,S,BOGR,BOER,BOER,Live,Home,7,11-Nov-14,0,,,,,,0,-1.07486,-0.9979
15,34,S,BOGR,BOER,BOER,Sterile,Sterile,7,11-Nov-14,0,,,,,,0,-1.07486,-0.9979
16,34,S,BOGR,BOGR,BOER,Live,Away,7,11-Nov-14,1,9.7,31,9,,,1,-0.1731661,-0.438612079
17,34,S,BOGR,BOGR,BOGR,Live,Home,7,11-Nov-14,1,10.1,21,5,,,1,-0.127613,-0.465766
18,34,S,BOGR,BOGR,BOGR,Sterile,Sterile,7,11-Nov-14,1,6,10,3,,,1,-0.3773,-0.4616
19,36,D,NA,BOER,BOGR,Live,Away,7,11-Nov-14,1,15.6,19,3,,,1,-0.221108,-0.729056
20,36,D,NA,BOER,BOER,Live,Home,7,11-Nov-14,1,6.9,13,4,,,1,-0.4516517,-0.749488283
21,36,D,NA,BOER,BOER,Sterile,Sterile,7,11-Nov-14,0,,,,,,0,-1.07486,-0.9979
22,36,D,NA,BOGR,BOER,Live,Away,7,11-Nov-14,1,11.8,19,3,,,1,-0.0381874,-0.812002426
23,36,D,NA,BOGR,BOGR,Live,Home,7,11-Nov-14,1,25.4,9,1,,,1,-0.244642,-1.112144
24,36,D,NA,BOGR,BOGR,Sterile,Sterile,7,11-Nov-14,1,9.9,45,13,,,1,0.601053,-0.019954
25,49,D,NA,BOER,BOGR,Live,Away,7,11-Nov-14,1,11.1,29,8,,,1,0.163127,-0.328536
26,49,D,NA,BOER,BOER,Live,Home,7,11-Nov-14,1,8.9,29,4,,,1,-0.2797977,-0.749612423
27,49,D,NA,BOER,BOER,Sterile,Sterile,7,11-Nov-14,0,,,,,,0,-1.07486,-0.9979
28,49,D,NA,BOGR,BOER,Live,Away,7,11-Nov-14,0,,,,,,0,-1.07486,-0.9979
29,49,D,NA,BOGR,BOGR,Live,Home,7,11-Nov-14,1,10.3,38,8,,,1,0.150111,-0.306248
30,49,D,NA,BOGR,BOGR,Sterile,Sterile,7,11-Nov-14,1,5.5,7,1,,,1,-0.568415,-0.55773
31,50,S,BOGR,BOER,BOGR,Live,Away,7,11-Nov-14,1,13.3,32,7,,,1,0.107431,-0.444858
32,50,S,BOGR,BOER,BOER,Live,Home,7,11-Nov-14,0,,,,,,0,-1.07486,-0.9979
33,50,S,BOGR,BOER,BOER,Sterile,Sterile,7,11-Nov-14,1,7.2,36,12,,,1,-0.3652496,-0.251826904
34,50,S,BOGR,BOGR,BOER,Live,Away,7,11-Nov-14,,,,,,,,-1.07486,-0.9979
35,50,S,BOGR,BOGR,BOGR,Live,Home,7,11-Nov-14,1,11.3,9,3,,,1,-0.291069,-0.609258
36,50,S,BOGR,BOGR,BOGR,Sterile,Sterile,7,11-Nov-14,1,14.5,20,6,,,1,0.035465,-0.53332
37,52,D,NA,BOER,BOGR,Live,Away,7,11-Nov-14,1,9.8,10,3,,,1,-0.315474,-0.567468
38,52,D,NA,BOER,BOER,Live,Home,7,11-Nov-14,1,11.3,26,5,,,1,-0.0659949,-0.687551391
39,52,D,NA,BOER,BOER,Sterile,Sterile,7,11-Nov-14,,,,,,,,-1.07486,-0.9979
40,52,D,NA,BOGR,BOER,Live,Away,7,11-Nov-14,1,15.5,36,4,,,1,0.2873205,-0.750022085
41,52,D,NA,BOGR,BOGR,Live,Home,7,11-Nov-14,1,11.7,33,6,,,1,-0.010091,-0.455312
42,52,D,NA,BOGR,BOGR,Sterile,Sterile,7,11-Nov-14,1,5.4,18,5,,,1,-0.204082,-0.334824
43,53,S,BOER,BOER,BOGR,Live,Away,7,11-Nov-14,1,25.3,69,20,,,1,1.492041,-0.063788
44,53,S,BOER,BOER,BOER,Live,Home,7,11-Nov-14,1,11.3,12,6,,,1,-0.0584169,-0.625341391
45,53,S,BOER,BOER,BOER,Sterile,Sterile,7,11-Nov-14,1,4.8,7,2,,,1,-0.6472544,-0.873777936
46,53,S,BOER,BOGR,BOER,Live,Away,7,11-Nov-14,1,12.7,28,3,,,1,0.0391469,-0.812058289
47,53,S,BOER,BOGR,BOGR,Live,Home,7,11-Nov-14,1,13.7,21,8,,,1,0.205429,-0.400972
48,53,S,BOER,BOGR,BOGR,Sterile,Sterile,7,11-Nov-14,1,8.9,15,2,,,1,-0.421607,-0.597424
49,55,S,BOER,BOER,BOGR,Live,Away,7,11-Nov-14,1,16.3,56,21,,,1,1.437101,0.241982
50,55,S,BOER,BOER,BOER,Live,Home,7,11-Nov-14,1,5.1,25,7,,,1,-0.5835863,-0.562746557
51,55,S,BOER,BOER,BOER,Sterile,Sterile,7,11-Nov-14,1,3.8,17,7,,,1,-0.6952914,-0.562665866
52,55,S,BOER,BOGR,BOER,Live,Away,7,11-Nov-14,1,6.9,22,7,,,1,-0.4289177,-0.562858283
53,55,S,BOER,BOGR,BOGR,Live,Home,7,11-Nov-14,1,12.9,5,1,,,1,-0.448017,-0.763894
54,55,S,BOER,BOGR,BOGR,Sterile,Sterile,7,11-Nov-14,1,23.9,50,13,,,1,0.828833,-0.409994
55,56,D,NA,BOER,BOGR,Live,Away,7,11-Nov-14,1,10.6,33,9,,,1,0.246482,-0.259576
56,56,D,NA,BOER,BOER,Live,Home,7,11-Nov-14,1,14.7,14,1,,,1,0.1958449,-0.936602429
57,56,D,NA,BOER,BOER,Sterile,Sterile,7,11-Nov-14,1,15.2,37,9,,,1,0.2994324,-0.438953464
58,56,D,NA,BOGR,BOER,Live,Away,7,11-Nov-14,0,,,,,,0,-1.07486,-0.9979
59,56,D,NA,BOGR,BOGR,Live,Home,7,11-Nov-14,1,24.5,52,14,,,1,0.930085,-0.37168
60,56,D,NA,BOGR,BOGR,Sterile,Sterile,7,11-Nov-14,1,21.7,83,22,,,1,1.616449,0.146568
61,59,D,NA,BOER,BOGR,Live,Away,7,11-Nov-14,1,9,16,6,,,1,-0.05402,-0.38009
62,59,D,NA,BOER,BOER,Live,Home,7,11-Nov-14,0,,,,,,0,-1.07486,-0.9979
63,59,D,NA,BOER,BOER,Sterile,Sterile,7,11-Nov-14,1,12.6,21,4,,,1,0.0381322,-0.749842082
64,59,D,NA,BOGR,BOER,Live,Away,7,11-Nov-14,1,7.7,14,4,,,1,-0.3829101,-0.749537939
65,59,D,NA,BOGR,BOGR,Live,Home,7,11-Nov-14,1,15.1,40,11,,,1,0.502677,-0.274886
66,59,D,NA,BOGR,BOGR,Sterile,Sterile,7,11-Nov-14,1,6.1,6,1,,,1,-0.558653,-0.574446
67,61,S,BOGR,BOER,BOGR,Live,Away,7,11-Nov-14,1,19.4,115,29,,,1,2.219458,0.595856
68,61,S,BOGR,BOER,BOER,Live,Home,7,11-Nov-14,0,,,,,,0,-1.07486,-0.9979
69,61,S,BOGR,BOER,BOER,Sterile,Sterile,7,11-Nov-14,0,,,,,,0,-1.07486,-0.9979
70,61,S,BOGR,BOGR,BOER,Live,Away,7,11-Nov-14,1,8.8,26,6,,,1,-0.2732344,-0.625186216
71,61,S,BOGR,BOGR,BOGR,Live,Home,7,11-Nov-14,1,28.1,16,5,,,1,0.165247,-0.967246
72,61,S,BOGR,BOGR,BOGR,Sterile,Sterile,7,11-Nov-14,0,,,,,,0,-0.74939,-0.45953
73,67,D,NA,BOER,BOGR,Live,Away,7,11-Nov-14,1,12.7,10,3,,,1,-0.268291,-0.648262
74,67,D,NA,BOER,BOER,Live,Home,7,11-Nov-14,0,,,,,,0,-1.07486,-0.9979
75,67,D,NA,BOER,BOER,Sterile,Sterile,7,11-Nov-14,0,,,,,,0,-1.07486,-0.9979
76,67,D,NA,BOGR,BOER,Live,Away,7,11-Nov-14,1,9.3,38,7,,,1,-0.2226929,-0.563007251
77,67,D,NA,BOGR,BOGR,Live,Home,7,11-Nov-14,1,5.4,5,1,,,1,-0.570042,-0.554944
78,67,D,NA,BOGR,BOGR,Sterile,Sterile,7,11-Nov-14,1,8.7,8,3,,,1,-0.333371,-0.536822
79,69,S,BOGR,BOER,BOGR,Live,Away,7,11-Nov-14,1,12.8,15,4,,,1,-0.175174,-0.596018
80,69,S,BOGR,BOER,BOER,Live,Home,7,11-Nov-14,1,5.4,10,2,,,1,-0.5956982,-0.873815178
81,69,S,BOGR,BOER,BOER,Sterile,Sterile,7,11-Nov-14,1,6.5,9,3,,,1,-0.4936005,-0.811673455
82,69,S,BOGR,BOGR,BOER,Live,Away,7,11-Nov-14,1,8.6,25,6,,,1,-0.2904198,-0.625173802
83,69,S,BOGR,BOGR,BOGR,Live,Home,7,11-Nov-14,1,5.9,35,10,,,1,0.261503,-0.073604
84,69,S,BOGR,BOGR,BOGR,Sterile,Sterile,7,11-Nov-14,1,6.3,40,15,,,1,0.725461,0.190402
85,77,D,NA,BOER,BOGR,Live,Away,7,11-Nov-14,1,6.2,2,6,,,1,-0.099576,-0.302082
86,77,D,NA,BOER,BOER,Live,Home,7,11-Nov-14,1,5.1,14,3,,,1,-0.6138983,-0.811586557
87,77,D,NA,BOER,BOER,Sterile,Sterile,7,11-Nov-14,0,,,,,,0,-1.07486,-0.9979
88,77,D,NA,BOGR,BOER,Live,Away,7,11-Nov-14,0,,,,,,0,-1.07486,-0.9979
89,77,D,NA,BOGR,BOGR,Live,Home,7,11-Nov-14,1,1.9,3,1,,,1,-0.626987,-0.457434
90,77,D,NA,BOGR,BOGR,Sterile,Sterile,7,11-Nov-14,1,8.1,17,3,,,1,-0.343133,-0.520106
91,79,S,BOER,BOER,BOGR,Live,Away,7,11-Nov-14,1,15.7,27,7,,,1,0.146479,-0.511722
92,79,S,BOER,BOER,BOER,Live,Home,7,11-Nov-14,1,8.4,9,2,,,1,-0.3379172,-0.874001388
93,79,S,BOER,BOER,BOER,Sterile,Sterile,7,11-Nov-14,1,6.8,14,5,,,1,-0.4526664,-0.687272076
94,79,S,BOER,BOGR,BOER,Live,Away,7,11-Nov-14,0,,,,,,0,-1.07486,-0.9979
95,79,S,BOER,BOGR,BOGR,Live,Home,7,11-Nov-14,1,13.8,10,3,,,1,-0.250394,-0.678908
96,79,S,BOER,BOGR,BOGR,Sterile,Sterile,7,11-Nov-14,1,9.4,11,2,,,1,-0.413472,-0.611354
97,89,D,NA,BOER,BOGR,Live,Away,7,11-Nov-14,1,6.7,6,1,,,1,-0.548891,-0.591162
98,89,D,NA,BOER,BOER,Live,Home,7,11-Nov-14,1,1.3,2,1,,,1,-0.9555769,-0.935770691
99,89,D,NA,BOER,BOER,Sterile,Sterile,7,11-Nov-14,0,,,,,,0,-1.07486,-0.9979
100,89,D,NA,BOGR,BOER,Live,Away,7,11-Nov-14,0,,,,,,0,-1.07486,-0.9979
101,89,D,NA,BOGR,BOGR,Live,Home,7,11-Nov-14,0,,,,,,0,-0.74939,-0.45953
102,89,D,NA,BOGR,BOGR,Sterile,Sterile,7,11-Nov-14,1,5.8,8,3,,,1,-0.380554,-0.456028
103,90,S,BOER,BOER,BOGR,Live,Away,7,11-Nov-14,0,,,,,,0,-0.74939,-0.45953
104,90,S,BOER,BOER,BOER,Live,Home,7,11-Nov-14,0,,,,,,0,-1.07486,-0.9979
105,90,S,BOER,BOER,BOER,Sterile,Sterile,7,11-Nov-14,1,5.3,20,6,,,1,-0.5739789,-0.624968971
106,90,S,BOER,BOGR,BOER,Live,Away,7,11-Nov-14,1,1.9,13,4,,,1,-0.8812867,-0.749177933
107,90,S,BOER,BOGR,BOGR,Live,Home,7,11-Nov-14,1,9.8,25,7,,,1,0.050486,-0.347348
108,90,S,BOER,BOGR,BOGR,Sterile,Sterile,7,11-Nov-14,1,1.6,8,2,,,1,-0.540378,-0.394046
109,93,D,NA,BOER,BOGR,Live,Away,7,11-Nov-14,0,,,,,,1,-0.74939,-0.45953
110,93,D,NA,BOER,BOER,Live,Home,7,11-Nov-14,1,7.8,25,5,,,1,-0.3667394,-0.687334146
111,93,D,NA,BOER,BOER,Sterile,Sterile,7,11-Nov-14,0,,,,,,0,-1.07486,-0.9979
112,93,D,NA,BOGR,BOER,Live,Away,7,11-Nov-14,0,,,,,,0,-1.07486,-0.9979
113,93,D,NA,BOGR,BOGR,Live,Home,7,11-Nov-14,1,1.2,7,2,,,1,-0.546886,-0.382902
114,93,D,NA,BOGR,BOGR,Sterile,Sterile,7,11-Nov-14,1,1.2,9,4,,,1,-0.363906,-0.272842
115,95,S,BOER,BOER,BOGR,Live,Away,7,11-Nov-14,0,,,,,,0,-0.74939,-0.45953
116,95,S,BOER,BOER,BOER,Live,Home,7,11-Nov-14,0,,,,,,0,-1.07486,-0.9979
117,95,S,BOER,BOER,BOER,Sterile,Sterile,7,11-Nov-14,1,7.2,18,8,,,1,-0.3955616,-0.500666904
118,95,S,BOER,BOGR,BOER,Live,Away,7,11-Nov-14,0,,,,,,0,-1.07486,-0.9979
119,95,S,BOER,BOGR,BOGR,Live,Home,7,11-Nov-14,1,3.9,6,1,,,1,-0.594447,-0.513154
120,95,S,BOER,BOGR,BOGR,Sterile,Sterile,7,11-Nov-14,0,,,,,,0,-0.74939,-0.45953
1,19,D,NA,BOER,BOGR,Live,Away,8,4-Jun-15,1,6.9,,5,1.2,0.3,1,-0.5708393,-0.671948
2,19,D,NA,BOER,BOER,Live,Home,8,4-Jun-15,1,6.4,,8,0.8,0.7,1,-0.6665031,-0.7181539
3,19,D,NA,BOER,BOER,Sterile,Sterile,8,4-Jun-15,1,2.2,,1,,,0,-1.6318586,-1.198314
4,19,D,NA,BOGR,BOER,Live,Away,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
5,19,D,NA,BOGR,BOGR,Live,Home,8,4-Jun-15,1,6.9,,12,2,0.9,1,0.3115931,-0.070746
6,19,D,NA,BOGR,BOGR,Sterile,Sterile,8,4-Jun-15,1,11.3,,1,,,1,-1.4202154,-1.500286
7,23,S,BOGR,BOER,BOGR,Live,Away,8,4-Jun-15,1,8.9,,10,2.1,0.3,0,0.0617918,-0.463996
8,23,S,BOGR,BOER,BOER,Live,Home,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
9,23,S,BOGR,BOER,BOER,Sterile,Sterile,8,4-Jun-15,1,4.2,,10,1.5,1.1,1,-0.0741264,-0.3917634
10,23,S,BOGR,BOGR,BOER,Live,Away,8,4-Jun-15,1,6.2,,13,1.3,0.9,1,-0.1804246,-0.3412642
11,23,S,BOGR,BOGR,BOGR,Live,Home,8,4-Jun-15,1,4.4,,11,0.9,0.8,1,-0.3793245,-0.466672
12,23,S,BOGR,BOGR,BOGR,Sterile,Sterile,8,4-Jun-15,1,3.1,,4,0.7,0.2,0,-0.9471331,-0.75673
13,34,S,BOGR,BOER,BOGR,Live,Away,8,4-Jun-15,1,7.9,,3,0.9,0.6,1,-0.6391779,-0.623208
14,34,S,BOGR,BOER,BOER,Live,Home,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
15,34,S,BOGR,BOER,BOER,Sterile,Sterile,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
16,34,S,BOGR,BOGR,BOER,Live,Away,8,4-Jun-15,1,4.3,,7,1.2,1.1,1,-0.3115629,-0.6386588
17,34,S,BOGR,BOGR,BOGR,Live,Home,8,4-Jun-15,1,5.2,,10,1.7,0.4,1,-0.1435135,-0.401706
18,34,S,BOGR,BOGR,BOGR,Sterile,Sterile,8,4-Jun-15,1,5.1,,3,1.2,0.3,1,-0.6370869,-0.558472
19,36,D,NA,BOER,BOGR,Live,Away,8,4-Jun-15,1,6.9,,5,1.1,0.7,1,-0.4439174,-0.462954
20,36,D,NA,BOER,BOER,Live,Home,8,4-Jun-15,1,6.8,,5,1.3,0.5,1,-0.5568882,-0.5759816
21,36,D,NA,BOER,BOER,Sterile,Sterile,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
22,36,D,NA,BOGR,BOER,Live,Away,8,4-Jun-15,1,10.9,,4,0.5,0.3,1,-1.0709166,-0.9519037
23,36,D,NA,BOGR,BOGR,Live,Home,8,4-Jun-15,1,12.8,,4,0.9,0.2,1,-0.7515449,-1.112258
24,36,D,NA,BOGR,BOGR,Sterile,Sterile,8,4-Jun-15,1,7.7,,13,2.4,1.9,1,1.0145763,0.67278
25,49,D,NA,BOER,BOGR,Live,Away,8,4-Jun-15,1,6.4,,7,1,0.6,0,-0.497961,-0.57699
26,49,D,NA,BOER,BOER,Live,Home,8,4-Jun-15,1,5.4,,10,1,0.9,1,-0.4259179,-0.5843481
27,49,D,NA,BOER,BOER,Sterile,Sterile,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
28,49,D,NA,BOGR,BOER,Live,Away,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
29,49,D,NA,BOGR,BOGR,Live,Home,8,4-Jun-15,1,6.8,,6,1.7,0.6,0,-0.1388089,-0.284902
30,49,D,NA,BOGR,BOGR,Sterile,Sterile,8,4-Jun-15,1,3.7,,2,0.6,0.2,1,-1.0462728,-0.79406
31,50,S,BOGR,BOER,BOGR,Live,Away,8,4-Jun-15,1,5.1,,4,1.1,0.3,1,-0.6663968,-0.61646
32,50,S,BOGR,BOER,BOER,Live,Home,8,4-Jun-15,0,,,,,,0,-1.67662,-1.226705
33,50,S,BOGR,BOER,BOER,Sterile,Sterile,8,4-Jun-15,1,4.6,,10,1.2,0.9,0,-0.3243257,-0.4920615
34,50,S,BOGR,BOGR,BOER,Live,Away,8,4-Jun-15,,,,,,,,-1.67662,-1.226705
35,50,S,BOGR,BOGR,BOGR,Live,Home,8,4-Jun-15,1,5.4,,3,0.5,0.2,1,-1.0603643,-0.929092
36,50,S,BOGR,BOGR,BOGR,Sterile,Sterile,8,4-Jun-15,1,15.4,,4,1.4,1.2,1,-0.0031382,-0.39232
37,52,D,NA,BOER,BOGR,Live,Away,8,4-Jun-15,1,7,,2,0.3,0.2,1,-1.1798619,-1.06973
38,52,D,NA,BOER,BOER,Live,Home,8,4-Jun-15,1,6.2,,4,0.7,0.6,1,-0.8682631,-0.8952163
39,52,D,NA,BOER,BOER,Sterile,Sterile,8,4-Jun-15,,,,,,,,-1.67662,-1.226705
40,52,D,NA,BOGR,BOER,Live,Away,8,4-Jun-15,1,3.9,,6,1.9,0.4,1,-0.2768453,-0.2419244
41,52,D,NA,BOGR,BOGR,Live,Home,8,4-Jun-15,1,3.7,,8,1.7,0.3,1,-0.2524002,-0.364584
42,52,D,NA,BOGR,BOGR,Sterile,Sterile,8,4-Jun-15,1,4.8,,7,1.3,0.5,1,-0.3944782,-0.441122
43,53,S,BOER,BOER,BOGR,Live,Away,8,4-Jun-15,1,6.9,,21,2,1.7,1,0.8997937,0.287768
44,53,S,BOER,BOER,BOER,Live,Home,8,4-Jun-15,1,6.1,,10,1.2,0.8,1,-0.3562224,-0.4810421
45,53,S,BOER,BOER,BOER,Sterile,Sterile,8,4-Jun-15,1,4.8,,2,0.4,0.2,1,-1.2753594,-1.0285636
46,53,S,BOER,BOGR,BOER,Live,Away,8,4-Jun-15,1,11.5,,2,0.6,0.2,1,-1.1066272,-0.9680395
47,53,S,BOER,BOGR,BOGR,Live,Home,8,4-Jun-15,1,5.2,,7,1.8,0.4,1,-0.1643376,-0.311818
48,53,S,BOER,BOGR,BOGR,Sterile,Sterile,8,4-Jun-15,1,5.7,,3,0.3,0.3,1,-1.1211078,-0.964006
49,55,S,BOER,BOER,BOGR,Live,Away,8,4-Jun-15,1,4.5,,20,2.4,2.3,1,1.3426977,0.957186
50,55,S,BOER,BOER,BOER,Live,Home,8,4-Jun-15,1,6.3,,8,1.2,0.9,1,-0.3592413,-0.574677
51,55,S,BOER,BOER,BOER,Sterile,Sterile,8,4-Jun-15,1,3.2,,5,1.1,0.6,0,-0.6525445,-0.6670061
52,55,S,BOER,BOGR,BOER,Live,Away,8,4-Jun-15,1,6.3,,12,1.7,1.2,1,0.1488853,-0.2537142
